Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_81,VPWR,li1,43.4700,51.6800,1.799972
FILLER_14_73,VPWR,li1,40.9400,51.6800,1.799974
FILLER_14_61,VPWR,li1,36.3400,51.6800,1.799976
FILLER_14_49,VPWR,li1,30.8200,51.6800,1.799980
FILLER_14_38,VPWR,li1,23.6900,51.6800,1.799985
FILLER_14_18,VPWR,li1,14.7200,51.6800,1.799986
FILLER_13_143,VPWR,li1,71.9900,46.2400,1.799907
FILLER_13_126,VPWR,li1,63.7100,46.2400,1.799910
FILLER_13_108,VPWR,li1,55.4300,46.2400,1.799915
FILLER_13_104,VPWR,li1,54.2800,46.2400,1.799915
FILLER_13_96,VPWR,li1,50.1400,46.2400,1.799918
FILLER_13_88,VPWR,li1,47.8400,46.2400,1.799920
FILLER_13_65,VPWR,li1,36.1100,46.2400,1.799934
FILLER_13_57,VPWR,li1,33.5800,46.2400,1.799940
FILLER_13_55,VPWR,li1,31.0500,46.2400,1.799950
FILLER_13_49,VPWR,li1,29.4400,46.2400,1.799950
FILLER_13_37,VPWR,li1,25.3000,46.2400,1.799960
FILLER_13_25,VPWR,li1,19.7800,46.2400,1.799969
FILLER_13_16,VPWR,li1,13.8000,46.2400,1.799967
FILLER_13_7,VPWR,li1,9.4300,46.2400,1.799967
FILLER_12_141,VPWR,li1,70.6100,46.2400,1.799907
FILLER_12_122,VPWR,li1,62.1000,46.2400,1.799910
FILLER_12_109,VPWR,li1,56.1200,46.2400,1.799914
FILLER_12_97,VPWR,li1,52.9000,46.2400,1.799917
FILLER_12_85,VPWR,li1,47.3800,46.2400,1.799920
FILLER_12_82,VPWR,li1,43.7000,46.2400,1.799922
FILLER_12_70,VPWR,li1,40.4800,46.2400,1.799925
FILLER_12_58,VPWR,li1,34.9600,46.2400,1.799940
FILLER_12_29,VPWR,li1,19.7800,46.2400,1.799969
FILLER_11_143,VPWR,li1,71.9900,40.8000,1.799972
FILLER_11_125,VPWR,li1,63.4800,40.8000,1.799974
FILLER_11_121,VPWR,li1,61.4100,40.8000,1.799974
FILLER_11_113,VPWR,li1,59.3400,40.8000,1.799975
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799976
FILLER_11_99,VPWR,li1,53.8200,40.8000,1.799977
FILLER_11_87,VPWR,li1,48.3000,40.8000,1.799979
FILLER_11_75,VPWR,li1,42.7800,40.8000,1.799982
FILLER_11_64,VPWR,li1,36.8000,40.8000,1.799984
FILLER_11_50,VPWR,li1,29.9000,40.8000,1.799987
FILLER_11_40,VPWR,li1,24.1500,40.8000,1.799990
FILLER_11_28,VPWR,li1,21.1600,40.8000,1.799991
FILLER_10_141,VPWR,li1,70.6100,40.8000,1.799972
FILLER_10_134,VPWR,li1,67.6200,40.8000,1.799972
FILLER_10_122,VPWR,li1,64.4000,40.8000,1.799974
FILLER_10_110,VPWR,li1,58.8800,40.8000,1.799975
FILLER_10_98,VPWR,li1,53.3600,40.8000,1.799977
FILLER_10_93,VPWR,li1,48.5300,40.8000,1.799979
FILLER_10_85,VPWR,li1,46.4600,40.8000,1.799980
FILLER_10_80,VPWR,li1,43.2400,40.8000,1.799982
FILLER_10_68,VPWR,li1,39.5600,40.8000,1.799983
FILLER_10_61,VPWR,li1,34.5000,40.8000,1.799985
FILLER_10_52,VPWR,li1,29.9000,40.8000,1.799987
FILLER_10_40,VPWR,li1,26.6800,40.8000,1.799988
FILLER_10_3,VPWR,li1,7.3600,40.8000,1.799987
FILLER_9_139,VPWR,li1,70.1500,35.3600,1.799959
FILLER_9_131,VPWR,li1,67.6200,35.3600,1.799959
FILLER_9_87,VPWR,li1,45.7700,35.3600,1.799968
FILLER_9_79,VPWR,li1,43.7000,35.3600,1.799969
FILLER_9_67,VPWR,li1,39.1000,35.3600,1.799973
FILLER_9_43,VPWR,li1,26.6800,35.3600,1.799982
FILLER_9_3,VPWR,li1,7.3600,35.3600,1.799981
FILLER_8_145,VPWR,li1,72.4500,35.3600,1.799959
FILLER_8_141,VPWR,li1,71.3000,35.3600,1.799959
FILLER_8_109,VPWR,li1,56.1200,35.3600,1.799963
FILLER_8_85,VPWR,li1,44.8500,35.3600,1.799969
FILLER_8_81,VPWR,li1,43.4700,35.3600,1.799969
FILLER_8_69,VPWR,li1,40.0200,35.3600,1.799973
FILLER_8_57,VPWR,li1,34.5000,35.3600,1.799976
FILLER_8_52,VPWR,li1,29.6700,35.3600,1.799980
FILLER_8_44,VPWR,li1,27.6000,35.3600,1.799982
FILLER_8_29,VPWR,li1,19.7800,35.3600,1.799984
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799983
FILLER_8_21,VPWR,li1,16.5600,35.3600,1.799983
FILLER_8_3,VPWR,li1,7.3600,35.3600,1.799981
FILLER_7_143,VPWR,li1,71.9900,29.9200,1.799836
FILLER_7_89,VPWR,li1,47.1500,29.9200,1.799860
FILLER_7_77,VPWR,li1,43.7000,29.9200,1.799865
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799913
FILLER_7_37,VPWR,li1,25.3000,29.9200,1.799938
FILLER_7_28,VPWR,li1,18.6300,29.9200,1.799952
FILLER_7_22,VPWR,li1,17.0200,29.9200,1.799952
FILLER_7_10,VPWR,li1,12.8800,29.9200,1.799952
FILLER_6_141,VPWR,li1,70.6100,29.9200,1.799836
FILLER_6_112,VPWR,li1,57.2700,29.9200,1.799841
FILLER_6_105,VPWR,li1,54.7400,29.9200,1.799843
FILLER_6_91,VPWR,li1,47.6100,29.9200,1.799860
FILLER_6_85,VPWR,li1,46.0000,29.9200,1.799860
FILLER_6_72,VPWR,li1,41.4000,29.9200,1.799875
FILLER_6_60,VPWR,li1,35.8800,29.9200,1.799885
FILLER_6_48,VPWR,li1,30.3600,29.9200,1.799913
FILLER_6_33,VPWR,li1,20.9300,29.9200,1.799953
FILLER_6_29,VPWR,li1,19.7800,29.9200,1.799952
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799952
FILLER_6_21,VPWR,li1,16.5600,29.9200,1.799952
FILLER_6_9,VPWR,li1,10.3500,29.9200,1.799951
FILLER_5_138,VPWR,li1,69.2300,24.4800,1.799964
FILLER_5_128,VPWR,li1,64.6300,24.4800,1.799965
FILLER_5_122,VPWR,li1,61.8700,24.4800,1.799965
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.799967
FILLER_5_99,VPWR,li1,53.8200,24.4800,1.799968
FILLER_5_73,VPWR,li1,39.3300,24.4800,1.799975
FILLER_5_69,VPWR,li1,38.1800,24.4800,1.799976
FILLER_5_57,VPWR,li1,34.5000,24.4800,1.799979
FILLER_5_26,VPWR,li1,18.4000,24.4800,1.799988
FILLER_5_3,VPWR,li1,7.1300,24.4800,1.799987
FILLER_4_144,VPWR,li1,72.2200,24.4800,1.799964
FILLER_4_139,VPWR,li1,69.6900,24.4800,1.799964
FILLER_4_113,VPWR,li1,57.7300,24.4800,1.799966
FILLER_4_105,VPWR,li1,55.6600,24.4800,1.799967
FILLER_4_85,VPWR,li1,46.0000,24.4800,1.799971
FILLER_4_81,VPWR,li1,43.4700,24.4800,1.799972
FILLER_4_74,VPWR,li1,39.7900,24.4800,1.799975
FILLER_4_62,VPWR,li1,36.8000,24.4800,1.799976
FILLER_4_29,VPWR,li1,19.3200,24.4800,1.799988
FILLER_4_26,VPWR,li1,17.9400,24.4800,1.799988
FILLER_4_3,VPWR,li1,7.1300,24.4800,1.799987
FILLER_3_144,VPWR,li1,72.2200,19.0400,1.799919
FILLER_3_119,VPWR,li1,60.4900,19.0400,1.799922
FILLER_3_108,VPWR,li1,56.1200,19.0400,1.799923
FILLER_3_96,VPWR,li1,50.6000,19.0400,1.799928
FILLER_3_79,VPWR,li1,42.0900,19.0400,1.799937
FILLER_3_71,VPWR,li1,40.0200,19.0400,1.799940
FILLER_3_32,VPWR,li1,20.4700,19.0400,1.799975
FILLER_3_20,VPWR,li1,17.4800,19.0400,1.799975
FILLER_3_3,VPWR,li1,8.7400,19.0400,1.799975
FILLER_2_141,VPWR,li1,70.6100,19.0400,1.799919
FILLER_2_133,VPWR,li1,66.9300,19.0400,1.799919
FILLER_2_45,VPWR,li1,26.4500,19.0400,1.799962
FILLER_2_21,VPWR,li1,15.4100,19.0400,1.799975
FILLER_2_15,VPWR,li1,13.8000,19.0400,1.799975
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799975
FILLER_1_126,VPWR,li1,63.7100,13.6000,1.799966
FILLER_1_122,VPWR,li1,62.5600,13.6000,1.799966
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799967
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.799968
FILLER_1_73,VPWR,li1,40.9400,13.6000,1.799973
FILLER_1_27,VPWR,li1,18.8600,13.6000,1.799989
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799989
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799989
FILLER_0_145,VPWR,li1,72.4500,13.6000,1.799965
FILLER_0_141,VPWR,li1,71.3000,13.6000,1.799965
FILLER_0_139,VPWR,li1,69.6900,13.6000,1.799965
FILLER_0_130,VPWR,li1,66.0100,13.6000,1.799965
FILLER_0_118,VPWR,li1,62.5600,13.6000,1.799966
FILLER_0_113,VPWR,li1,57.9600,13.6000,1.799967
FILLER_0_104,VPWR,li1,54.2800,13.6000,1.799968
FILLER_0_97,VPWR,li1,51.0600,13.6000,1.799969
FILLER_0_90,VPWR,li1,47.8400,13.6000,1.799970
FILLER_0_85,VPWR,li1,45.0800,13.6000,1.799971
FILLER_0_77,VPWR,li1,41.6300,13.6000,1.799973
FILLER_0_70,VPWR,li1,38.4100,13.6000,1.799974
FILLER_0_63,VPWR,li1,35.1900,13.6000,1.799977
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799979
FILLER_0_55,VPWR,li1,31.0500,13.6000,1.799979
FILLER_0_37,VPWR,li1,23.2300,13.6000,1.799986
FILLER_0_29,VPWR,li1,20.7000,13.6000,1.799989
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799989
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799989
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799989
hold9,VPWR,li1,33.5800,19.0400,1.799949
hold8,VPWR,li1,60.7200,29.9200,1.799840
hold7,VPWR,li1,23.9200,62.5600,1.799938
hold6,VPWR,li1,69.9200,19.0400,1.799919
hold5,VPWR,li1,66.7000,68.0000,1.799947
hold4,VPWR,li1,21.1600,68.0000,1.799982
hold3,VPWR,li1,20.7000,57.1200,1.799994
hold2,VPWR,li1,63.9400,73.4400,1.799941
hold1,VPWR,li1,53.3600,19.0400,1.799925
clkload2,VPWR,li1,47.8400,62.5600,1.799854
clkload1,VPWR,li1,31.5100,62.5600,1.799908
clkload0,VPWR,li1,29.4400,29.9200,1.799913
clkbuf_2_3__f_clk,VPWR,li1,53.3600,62.5600,1.799843
clkbuf_2_2__f_clk,VPWR,li1,36.3400,62.5600,1.799882
clkbuf_2_1__f_clk,VPWR,li1,52.4400,29.9200,1.799845
clkbuf_2_0__f_clk,VPWR,li1,36.3400,29.9200,1.799885
clkbuf_0_clk,VPWR,li1,41.4000,46.2400,1.799925
fanout62,VPWR,li1,17.0200,62.5600,1.799947
fanout61,VPWR,li1,14.7200,62.5600,1.799946
fanout60,VPWR,li1,20.2400,40.8000,1.799990
fanout59,VPWR,li1,9.2000,62.5600,1.799946
fanout58,VPWR,li1,11.9600,68.0000,1.799981
fanout57,VPWR,li1,40.9400,73.4400,1.799956
fanout56,VPWR,li1,11.0400,62.5600,1.799946
fanout55,VPWR,li1,9.2000,40.8000,1.799988
fanout54,VPWR,li1,49.6800,40.8000,1.799979
wire53,VPWR,li1,61.8700,35.3600,1.799960
output52,VPWR,li1,46.4600,78.8800,1.799991
output51,VPWR,li1,71.7600,62.5600,1.799834
output50,VPWR,li1,71.7600,46.2400,1.799907
output49,VPWR,li1,71.7600,29.9200,1.799836
output48,VPWR,li1,69.0000,40.8000,1.799972
output47,VPWR,li1,43.2400,13.6000,1.799972
output46,VPWR,li1,7.8200,29.9200,1.799951
output45,VPWR,li1,36.8000,13.6000,1.799975
output44,VPWR,li1,43.2400,78.8800,1.799992
output43,VPWR,li1,71.7600,68.0000,1.799947
output42,VPWR,li1,71.7600,51.6800,1.799961
output41,VPWR,li1,71.7600,35.3600,1.799959
output40,VPWR,li1,71.7600,24.4800,1.799964
output39,VPWR,li1,71.7600,40.8000,1.799972
output38,VPWR,li1,7.8200,46.2400,1.799967
output37,VPWR,li1,33.5800,13.6000,1.799977
output36,VPWR,li1,27.1400,78.8800,1.799995
output35,VPWR,li1,71.7600,73.4400,1.799940
output34,VPWR,li1,71.7600,57.1200,1.799979
output33,VPWR,li1,71.7600,19.0400,1.799919
output32,VPWR,li1,56.1200,13.6000,1.799967
output31,VPWR,li1,36.8000,78.8800,1.799993
output30,VPWR,li1,7.8200,57.1200,1.799991
output29,VPWR,li1,40.0200,13.6000,1.799974
output28,VPWR,li1,40.0200,78.8800,1.799992
input27,VPWR,li1,7.5900,68.0000,1.799981
input26,VPWR,li1,7.5900,68.0000,1.799981
input25,VPWR,li1,7.5900,29.9200,1.799951
input24,VPWR,li1,23.6900,78.8800,1.799996
input23,VPWR,li1,54.9700,78.8800,1.799991
input22,VPWR,li1,69.2300,57.1200,1.799979
input21,VPWR,li1,70.1500,24.4800,1.799964
input20,VPWR,li1,49.4500,13.6000,1.799969
input19,VPWR,li1,7.5900,51.6800,1.799985
input18,VPWR,li1,7.5900,40.8000,1.799987
input17,VPWR,li1,24.6100,13.6000,1.799986
input16,VPWR,li1,30.1300,78.8800,1.799994
input15,VPWR,li1,49.4500,78.8800,1.799991
input14,VPWR,li1,71.9900,51.6800,1.799961
input13,VPWR,li1,71.9900,13.6000,1.799965
input12,VPWR,li1,46.2300,13.6000,1.799971
input11,VPWR,li1,8.9700,51.6800,1.799985
input10,VPWR,li1,9.4300,29.9200,1.799951
input9,VPWR,li1,8.9700,29.9200,1.799951
input8,VPWR,li1,20.4700,78.8800,1.799997
input7,VPWR,li1,56.3500,78.8800,1.799991
input6,VPWR,li1,69.2300,68.0000,1.799947
input5,VPWR,li1,59.1100,13.6000,1.799967
input4,VPWR,li1,52.6700,13.6000,1.799969
input3,VPWR,li1,7.5900,62.5600,1.799946
input2,VPWR,li1,7.5900,51.6800,1.799985
input1,VPWR,li1,25.9900,13.6000,1.799983
TAP_TAPCELL_ROW_24_116,VPWR,li1,70.1500,78.5730,1.799991
TAP_TAPCELL_ROW_24_115,VPWR,li1,57.2700,78.5730,1.799991
TAP_TAPCELL_ROW_24_114,VPWR,li1,44.3900,78.5730,1.799992
TAP_TAPCELL_ROW_24_113,VPWR,li1,31.5100,78.5730,1.799994
TAP_TAPCELL_ROW_24_112,VPWR,li1,18.6300,78.5730,1.799997
TAP_TAPCELL_ROW_23_111,VPWR,li1,57.2700,73.7460,1.799944
TAP_TAPCELL_ROW_23_110,VPWR,li1,31.5100,73.7460,1.799966
TAP_TAPCELL_ROW_22_109,VPWR,li1,70.1500,73.1330,1.799940
TAP_TAPCELL_ROW_22_108,VPWR,li1,44.3900,73.1330,1.799952
TAP_TAPCELL_ROW_22_107,VPWR,li1,18.6300,73.1330,1.799979
TAP_TAPCELL_ROW_21_106,VPWR,li1,57.2700,68.3060,1.799951
TAP_TAPCELL_ROW_21_105,VPWR,li1,31.5100,68.3060,1.799968
TAP_TAPCELL_ROW_20_104,VPWR,li1,70.1500,67.6930,1.799947
TAP_TAPCELL_ROW_20_103,VPWR,li1,44.3900,67.6930,1.799957
TAP_TAPCELL_ROW_20_102,VPWR,li1,18.6300,67.6930,1.799981
TAP_TAPCELL_ROW_19_101,VPWR,li1,57.2700,62.8660,1.799840
TAP_TAPCELL_ROW_19_100,VPWR,li1,31.5100,62.8660,1.799908
TAP_TAPCELL_ROW_18_99,VPWR,li1,70.1500,62.2530,1.799834
TAP_TAPCELL_ROW_18_98,VPWR,li1,44.3900,62.2530,1.799864
TAP_TAPCELL_ROW_18_97,VPWR,li1,18.6300,62.2530,1.799947
TAP_TAPCELL_ROW_17_96,VPWR,li1,57.2700,57.4260,1.799982
TAP_TAPCELL_ROW_17_95,VPWR,li1,31.5100,57.4260,1.799990
TAP_TAPCELL_ROW_16_94,VPWR,li1,70.1500,56.8130,1.799979
TAP_TAPCELL_ROW_16_93,VPWR,li1,44.3900,56.8130,1.799986
TAP_TAPCELL_ROW_16_92,VPWR,li1,18.6300,56.8130,1.799993
TAP_TAPCELL_ROW_15_91,VPWR,li1,57.2700,51.9860,1.799963
TAP_TAPCELL_ROW_15_90,VPWR,li1,31.5100,51.9860,1.799980
TAP_TAPCELL_ROW_14_89,VPWR,li1,70.1500,51.3730,1.799961
TAP_TAPCELL_ROW_14_88,VPWR,li1,44.3900,51.3730,1.799972
TAP_TAPCELL_ROW_14_87,VPWR,li1,18.6300,51.3730,1.799986
TAP_TAPCELL_ROW_13_86,VPWR,li1,57.2700,46.5460,1.799914
TAP_TAPCELL_ROW_13_85,VPWR,li1,31.5100,46.5460,1.799945
TAP_TAPCELL_ROW_12_84,VPWR,li1,70.1500,45.9330,1.799907
TAP_TAPCELL_ROW_12_83,VPWR,li1,44.3900,45.9330,1.799922
TAP_TAPCELL_ROW_12_82,VPWR,li1,18.6300,45.9330,1.799968
TAP_TAPCELL_ROW_11_81,VPWR,li1,57.2700,41.1060,1.799976
TAP_TAPCELL_ROW_11_80,VPWR,li1,31.5100,41.1060,1.799987
TAP_TAPCELL_ROW_10_79,VPWR,li1,70.1500,40.4930,1.799972
TAP_TAPCELL_ROW_10_78,VPWR,li1,44.3900,40.4930,1.799982
TAP_TAPCELL_ROW_10_77,VPWR,li1,18.6300,40.4930,1.799990
TAP_TAPCELL_ROW_9_76,VPWR,li1,57.2700,35.6660,1.799962
TAP_TAPCELL_ROW_9_75,VPWR,li1,31.5100,35.6660,1.799978
TAP_TAPCELL_ROW_8_74,VPWR,li1,70.1500,35.0530,1.799959
TAP_TAPCELL_ROW_8_73,VPWR,li1,44.3900,35.0530,1.799969
TAP_TAPCELL_ROW_8_72,VPWR,li1,18.6300,35.0530,1.799984
TAP_TAPCELL_ROW_7_71,VPWR,li1,57.2700,30.2260,1.799841
TAP_TAPCELL_ROW_7_70,VPWR,li1,31.5100,30.2260,1.799904
TAP_TAPCELL_ROW_6_69,VPWR,li1,70.1500,29.6130,1.799836
TAP_TAPCELL_ROW_6_68,VPWR,li1,44.3900,29.6130,1.799865
TAP_TAPCELL_ROW_6_67,VPWR,li1,18.6300,29.6130,1.799952
TAP_TAPCELL_ROW_5_66,VPWR,li1,57.2700,24.7860,1.799967
TAP_TAPCELL_ROW_5_65,VPWR,li1,31.5100,24.7860,1.799980
TAP_TAPCELL_ROW_4_64,VPWR,li1,70.1500,24.1730,1.799964
TAP_TAPCELL_ROW_4_63,VPWR,li1,44.3900,24.1730,1.799972
TAP_TAPCELL_ROW_4_62,VPWR,li1,18.6300,24.1730,1.799988
TAP_TAPCELL_ROW_3_61,VPWR,li1,57.2700,19.3460,1.799923
TAP_TAPCELL_ROW_3_60,VPWR,li1,31.5100,19.3460,1.799955
TAP_TAPCELL_ROW_2_59,VPWR,li1,70.1500,18.7330,1.799919
TAP_TAPCELL_ROW_2_58,VPWR,li1,44.3900,18.7330,1.799934
TAP_TAPCELL_ROW_2_57,VPWR,li1,18.6300,18.7330,1.799975
TAP_TAPCELL_ROW_1_56,VPWR,li1,57.2700,13.9060,1.799967
TAP_TAPCELL_ROW_1_55,VPWR,li1,31.5100,13.9060,1.799979
TAP_TAPCELL_ROW_0_54,VPWR,li1,70.1500,13.2930,1.799965
TAP_TAPCELL_ROW_0_53,VPWR,li1,57.2700,13.2930,1.799967
TAP_TAPCELL_ROW_0_52,VPWR,li1,44.3900,13.2930,1.799972
TAP_TAPCELL_ROW_0_51,VPWR,li1,31.5100,13.2930,1.799979
TAP_TAPCELL_ROW_0_50,VPWR,li1,18.6300,13.2930,1.799989
PHY_EDGE_ROW_24_Left_49,VPWR,li1,6.2100,78.8800,1.799997
PHY_EDGE_ROW_23_Left_48,VPWR,li1,6.2100,73.4400,1.799978
